id,date,score_home,score_away,home_formation,away_formation
5639,2010-08-14 00:00:00,0,1,4-3-1-2,4-3-3
5640,2010-08-15 00:00:00,1,2,4-2-3-1,4-1-2-2-1
5641,2010-08-14 00:00:00,1,1,4-2-3-1,4-2-2-2
5642,2010-08-15 00:00:00,3,2,4-2-2-2,4-1-2-2-1
5643,2010-08-15 00:00:00,0,0,4-1-2-2-1,4-2-2-2
5644,2010-08-14 00:00:00,1,2,4-2-3-1,4-1-2-2-1
5645,2010-08-17 00:00:00,0,0,4-2-2-2,4-1-2-2-1
5646,2010-08-14 00:00:00,0,3,4-2-2-2,4-1-2-2-1
5647,2010-08-14 00:00:00,3,2,4-2-3-1,4-2-2-2
5648,2010-08-14 00:00:00,3,2,4-1-2-2-1,4-1-2-2-1
5649,2011-01-15 00:00:00,1,1,4-2-3-1,4-2-3-1
5650,2011-01-15 00:00:00,1,3,4-2-3-1,4-2-3-1
5651,2011-01-15 00:00:00,2,1,4-2-2-2,4-1-2-2-1
5652,2011-01-15 00:00:00,3,0,4-2-3-1,4-2-2-2
5653,2011-01-16 00:00:00,2,1,4-1-2-2-1,4-2-3-1
5654,2011-01-15 00:00:00,2,1,4-1-2-2-1,4-1-2-2-1
5655,2011-01-15 00:00:00,0,2,4-1-2-2-1,4-1-2-2-1
5656,2011-01-15 00:00:00,2,1,4-2-2-2,4-1-2-1-2
5657,2011-01-15 00:00:00,4,0,4-2-3-1,4-2-3-1
5658,2011-01-15 00:00:00,1,0,4-1-2-2-1,4-1-2-2-1
5659,2011-01-29 00:00:00,1,2,4-2-2-2,4-2-2-2
5660,2011-01-30 00:00:00,2,0,4-2-3-1,4-2-3-1
5661,2011-01-29 00:00:00,2,0,4-2-3-1,4-2-3-1
5662,2011-01-29 00:00:00,1,0,4-1-2-2-1,4-2-3-1
5663,2011-01-29 00:00:00,2,0,4-2-2-2,4-2-3-1
5664,2011-01-30 00:00:00,0,0,4-2-3-1,4-1-2-2-1
5665,2011-01-30 00:00:00,1,2,4-2-3-1,4-2-3-1
5666,2011-01-29 00:00:00,2,1,4-1-2-2-1,4-2-3-1
5667,2011-01-29 00:00:00,5,1,4-1-2-1-2,4-2-3-1
5668,2011-01-29 00:00:00,2,1,4-1-2-2-1,4-2-3-1
5669,2011-02-06 00:00:00,1,1,4-2-3-1,4-1-2-2-1
5670,2011-02-05 00:00:00,2,1,4-2-3-1,4-2-2-2
5671,2011-02-05 00:00:00,0,2,4-2-3-1,4-2-3-1
5672,2011-02-05 00:00:00,1,1,4-2-3-1,4-1-2-2-1
5673,2011-02-06 00:00:00,0,0,4-2-3-1,4-2-3-1
5674,2011-02-05 00:00:00,1,0,4-1-2-2-1,4-1-2-1-2
5675,2011-02-05 00:00:00,1,2,4-2-2-2,4-2-3-1
5676,2011-02-05 00:00:00,1,0,4-2-3-1,4-2-2-2
5677,2011-02-05 00:00:00,1,0,4-2-3-1,4-2-3-1
5678,2011-02-06 00:00:00,2,0,4-1-2-2-1,4-2-3-1
5679,2011-02-12 00:00:00,0,0,4-2-3-1,4-2-3-1
5680,2011-02-12 00:00:00,1,2,4-2-3-1,4-2-3-1
5681,2011-02-13 00:00:00,2,0,4-1-2-2-1,4-2-3-1
5682,2011-02-12 00:00:00,3,1,4-2-3-1,4-2-2-2
5683,2011-02-12 00:00:00,3,1,4-2-3-1,4-2-3-1
5684,2011-02-12 00:00:00,0,0,4-2-2-2,4-2-3-1
5685,2011-02-13 00:00:00,2,0,4-2-3-1,4-2-2-2
5686,2011-02-12 00:00:00,1,4,4-1-2-2-1,4-2-3-1
5687,2011-02-12 00:00:00,1,2,4-1-2-1-2,4-1-2-2-1
5688,2011-02-13 00:00:00,3,0,4-1-2-2-1,4-2-3-1
5689,2011-02-19 00:00:00,1,1,4-2-3-1,4-2-2-2
5690,2011-02-19 00:00:00,2,0,4-2-3-1,4-2-2-2
5691,2011-02-19 00:00:00,2,2,4-2-3-1,4-1-2-2-1
5692,2011-02-19 00:00:00,2,3,4-2-3-1,4-1-2-1-2
5693,2011-02-19 00:00:00,5,1,4-2-2-2,4-2-3-1
5694,2011-02-18 00:00:00,4,0,4-2-3-1,4-2-2-2
5695,2011-02-19 00:00:00,2,1,4-1-2-2-1,4-1-2-2-1
5696,2011-02-20 00:00:00,1,0,4-1-2-2-1,4-1-2-2-1
5697,2011-02-20 00:00:00,0,3,4-2-2-2,4-2-2-2
5698,2011-02-20 00:00:00,1,2,4-1-2-2-1,4-1-2-2-1
5699,2011-02-26 00:00:00,1,1,4-1-2-2-1,4-2-2-2
5700,2011-02-26 00:00:00,3,0,4-1-2-2-1,4-2-3-1
5701,2011-02-27 00:00:00,1,1,4-1-2-2-1,4-2-3-1
5702,2011-02-26 00:00:00,2,2,4-2-3-1,4-2-3-1
5703,2011-02-27 00:00:00,1,2,4-2-3-1,4-1-2-2-1
5704,2011-02-27 00:00:00,2,1,4-2-3-1,4-1-2-2-1
5705,2011-02-26 00:00:00,2,0,4-2-3-1,4-2-3-1
5706,2011-02-26 00:00:00,0,2,4-1-2-2-1,4-2-3-1
5707,2011-02-26 00:00:00,0,0,4-1-2-1-2,4-1-2-2-1
5708,2011-02-26 00:00:00,0,0,4-1-2-2-1,4-2-3-1
5709,2011-03-05 00:00:00,1,0,4-2-3-1,4-2-3-1
5710,2011-03-06 00:00:00,1,3,4-2-3-1,4-2-3-1
5711,2011-03-05 00:00:00,1,0,4-2-3-1,4-2-3-1
5712,2011-03-05 00:00:00,0,0,4-2-2-2,4-2-2-2
5713,2011-03-06 00:00:00,5,0,4-2-3-1,5-3-2
5714,2011-03-06 00:00:00,1,2,4-1-2-2-1,4-1-2-2-1
5715,2011-03-05 00:00:00,0,1,4-2-3-1,4-1-2-2-1
5716,2011-03-05 00:00:00,0,0,4-2-3-1,4-1-2-2-1
5717,2011-03-05 00:00:00,0,1,4-1-2-2-1,4-2-3-1
5718,2011-03-05 00:00:00,0,0,4-1-2-2-1,4-1-2-2-1
5719,2011-03-12 00:00:00,3,3,4-1-2-2-1,4-2-3-1
5720,2011-03-13 00:00:00,0,1,4-2-3-1,4-1-2-2-1
5721,2011-03-12 00:00:00,0,1,4-1-2-2-1,4-1-2-2-1
5722,2011-03-13 00:00:00,2,1,4-1-2-2-1,4-1-2-2-1
5723,2011-03-12 00:00:00,2,0,4-2-2-2,4-2-3-1
5724,2011-03-12 00:00:00,1,0,4-1-2-2-1,5-3-2
5725,2011-03-13 00:00:00,2,2,4-2-2-2,4-2-3-1
5726,2011-03-11 00:00:00,0,2,4-1-2-2-1,4-1-2-2-1
5727,2011-03-12 00:00:00,2,0,4-2-3-1,4-2-3-1
5728,2011-03-12 00:00:00,0,2,4-2-2-2,4-1-2-2-1
5729,2011-03-19 00:00:00,2,0,5-4-1,4-1-2-1-2
5730,2011-03-19 00:00:00,1,2,4-1-2-2-1,4-1-2-2-1
5731,2011-03-20 00:00:00,2,0,4-2-3-1,4-2-3-1
5732,2011-03-19 00:00:00,0,0,4-2-2-2,4-2-3-1
5733,2011-03-19 00:00:00,1,1,4-1-2-2-1,4-2-3-1
5734,2011-03-20 00:00:00,2,1,4-1-2-2-1,4-2-3-1
5735,2011-03-20 00:00:00,0,1,4-1-2-2-1,4-2-3-1
5736,2011-03-19 00:00:00,1,4,4-1-2-2-1,4-2-3-1
5737,2011-03-19 00:00:00,1,1,4-1-2-2-1,4-2-2-2
5738,2011-03-19 00:00:00,2,2,4-1-2-2-1,4-2-3-1
5739,2011-04-02 00:00:00,0,2,4-2-2-2,4-2-3-1
5740,2011-04-03 00:00:00,0,1,4-2-3-1,4-1-2-2-1
5741,2011-04-02 00:00:00,3,1,4-1-2-2-1,4-2-3-1
5742,2011-04-02 00:00:00,0,0,4-2-2-2,4-1-2-2-1
5743,2011-04-03 00:00:00,2,2,4-1-2-2-1,4-2-2-2
5744,2011-04-02 00:00:00,0,0,4-2-1-3,4-2-3-1
5745,2011-04-02 00:00:00,0,0,4-1-2-2-1,5-4-1
5746,2011-04-03 00:00:00,1,1,4-1-2-2-1,4-1-2-2-1
5747,2011-04-02 00:00:00,2,1,4-1-2-1-2,4-2-3-1
5748,2011-04-02 00:00:00,0,1,4-1-2-2-1,4-2-3-1
5749,2010-08-21 00:00:00,1,1,4-2-3-1,4-1-2-2-1
5750,2010-08-21 00:00:00,2,2,4-2-3-1,4-2-3-1
5751,2010-08-21 00:00:00,1,0,4-2-2-2,4-2-3-1
5752,2010-08-21 00:00:00,2,0,4-1-2-2-1,4-2-2-2
5753,2010-08-22 00:00:00,0,0,4-1-2-2-1,4-2-3-1
5754,2010-08-21 00:00:00,1,1,4-2-3-1,4-2-3-1
5755,2010-08-22 00:00:00,1,2,4-2-2-2,4-2-3-1
5756,2010-08-21 00:00:00,0,0,4-2-3-1,4-1-2-2-1
5757,2010-08-22 00:00:00,0,0,4-2-2-2,4-1-2-2-1
5758,2010-08-21 00:00:00,2,1,4-1-2-2-1,4-2-3-1
5759,2011-04-09 00:00:00,2,2,5-4-1,4-2-2-2
5760,2011-04-09 00:00:00,0,0,4-2-3-1,4-2-3-1
5761,2011-04-09 00:00:00,2,0,4-2-3-1,4-1-2-2-1
5762,2011-04-09 00:00:00,1,2,4-1-2-2-1,4-2-3-1
5763,2011-04-09 00:00:00,1,1,4-2-2-2,4-2-2-2
5764,2011-04-10 00:00:00,3,0,4-1-2-2-1,4-2-3-1
5765,2011-04-10 00:00:00,2,2,4-1-2-2-1,4-1-2-2-1
5766,2011-04-09 00:00:00,1,0,4-2-3-1,4-1-2-2-1
5767,2011-04-10 00:00:00,1,1,4-2-3-1,4-1-2-2-1
5768,2011-04-09 00:00:00,1,1,4-1-2-2-1,4-2-3-1
5769,2011-04-17 00:00:00,0,1,4-1-2-2-1,4-1-2-2-1
5770,2011-04-16 00:00:00,1,1,4-2-3-1,4-2-3-1
5771,2011-04-16 00:00:00,1,1,4-1-2-2-1,4-2-3-1
5772,2011-04-17 00:00:00,1,2,4-1-2-2-1,4-1-2-2-1
5773,2011-04-16 00:00:00,3,2,4-2-3-1,4-2-3-1
5774,2011-04-17 00:00:00,1,0,4-2-2-2,4-2-3-1
5775,2011-04-16 00:00:00,1,2,4-1-2-2-1,4-2-2-2
5776,2011-04-16 00:00:00,2,1,4-2-2-2,4-2-3-1
5777,2011-04-16 00:00:00,3,2,4-1-2-1-2,4-2-3-1
5778,2011-04-16 00:00:00,0,1,4-2-3-1,4-2-3-1
5779,2011-04-24 00:00:00,1,1,5-4-1,4-2-3-1
5780,2011-04-24 00:00:00,2,0,4-2-3-1,4-2-2-2
5781,2011-04-24 00:00:00,2,2,4-2-3-1,4-2-3-1
5782,2011-04-24 00:00:00,1,1,4-2-3-1,4-1-2-2-1
5783,2011-04-24 00:00:00,1,1,4-2-2-2,4-1-2-2-1
5784,2011-04-27 00:00:00,3,2,4-2-2-2,4-2-3-1
5785,2011-04-27 00:00:00,4,2,4-2-3-1,4-1-2-2-1
5786,2011-04-24 00:00:00,1,0,4-2-3-1,4-1-2-2-1
5787,2011-04-24 00:00:00,0,0,4-2-3-1,4-2-3-1
5788,2011-04-24 00:00:00,1,1,4-1-2-2-1,4-1-2-1-2
5789,2011-04-30 00:00:00,2,3,4-2-3-1,4-2-2-2
5790,2011-04-30 00:00:00,5,0,4-2-3-1,4-1-2-2-1
5791,2011-05-01 00:00:00,1,1,4-1-2-2-1,4-2-3-1
5792,2011-05-01 00:00:00,0,0,4-1-2-2-1,4-2-3-1
5793,2011-05-01 00:00:00,0,4,4-2-3-1,4-2-3-1
5794,2011-04-30 00:00:00,3,1,4-1-2-2-1,4-1-2-2-1
5795,2011-04-30 00:00:00,0,0,4-2-3-1,4-2-3-1
5796,2011-05-01 00:00:00,1,1,4-2-2-2,4-2-3-1
5797,2011-04-30 00:00:00,1,0,4-2-3-1,4-2-3-1
5798,2011-05-01 00:00:00,2,0,4-1-2-2-1,4-2-3-1
5799,2011-05-07 00:00:00,0,1,4-1-2-2-1,4-2-3-1
5800,2011-05-07 00:00:00,1,0,4-2-3-1,4-1-2-2-1
5801,2011-05-07 00:00:00,0,4,4-2-3-1,4-1-2-1-2
5802,2011-05-07 00:00:00,0,0,4-2-3-1,4-1-2-2-1
5803,2011-05-07 00:00:00,1,1,4-2-3-1,4-1-2-2-1
5804,2011-05-07 00:00:00,0,0,4-2-2-2,4-1-2-2-1
5805,2011-05-08 00:00:00,3,2,4-1-2-2-1,4-1-2-2-1
5806,2011-05-07 00:00:00,1,1,4-1-2-2-1,4-2-3-1
5807,2011-05-07 00:00:00,0,1,4-2-3-1,4-1-2-2-1
5808,2011-05-08 00:00:00,2,0,4-1-2-2-1,4-2-3-1
5809,2011-05-11 00:00:00,4,0,4-2-3-1,4-1-2-2-1
5810,2011-05-11 00:00:00,1,0,4-1-2-2-1,4-2-3-1
5811,2011-05-11 00:00:00,3,0,4-2-3-1,4-2-3-1
5812,2011-05-11 00:00:00,3,1,4-1-2-2-1,4-2-2-2
5813,2011-05-11 00:00:00,3,2,4-1-2-2-1,4-1-2-1-2
5814,2011-05-10 00:00:00,2,2,4-2-2-2,4-2-3-1
5815,2011-05-11 00:00:00,1,1,4-2-3-1,4-2-3-1
5816,2011-05-10 00:00:00,1,2,4-2-3-1,4-1-2-2-1
5817,2011-05-11 00:00:00,3,0,4-1-2-1-2,4-2-3-1
5818,2011-05-11 00:00:00,0,0,4-1-2-2-1,4-1-2-2-1
5819,2011-05-15 00:00:00,1,0,4-4-2,4-3-3
5820,2011-05-18 00:00:00,1,0,4-2-3-1,4-2-3-1
5821,2011-05-16 00:00:00,1,1,4-2-3-1,4-2-3-1
5822,2011-05-15 00:00:00,2,0,4-2-3-1,4-3-3
5823,2011-05-18 00:00:00,1,0,4-3-3,4-1-2-1-2
5824,2011-05-15 00:00:00,2,2,4-4-2,4-2-3-1
5825,2011-05-15 00:00:00,1,1,4-3-3,4-2-3-1
5826,2011-05-15 00:00:00,3,0,4-4-2,4-4-2
5827,2011-05-15 00:00:00,1,2,4-2-3-1,4-2-3-1
5828,2011-05-15 00:00:00,1,1,4-2-3-1,4-2-3-1
5829,2011-05-21 00:00:00,0,1,4-2-3-1,4-2-3-1
5830,2011-05-21 00:00:00,0,1,4-2-3-1,4-2-2-2
5831,2011-05-21 00:00:00,0,0,4-3-3,4-2-3-1
5832,2011-05-21 00:00:00,2,2,4-2-3-1,4-3-3
5833,2011-05-21 00:00:00,0,1,4-3-3,4-3-3
5834,2011-05-21 00:00:00,2,0,4-2-3-1,4-2-2-2
5835,2011-05-21 00:00:00,2,2,4-2-2-2,4-3-3
5836,2011-05-21 00:00:00,0,2,4-2-3-1,4-2-3-1
5837,2011-05-21 00:00:00,2,1,4-1-2-1-2,4-2-3-1
5838,2011-05-21 00:00:00,2,0,4-2-2-2,4-2-2-2
5839,2011-05-29 00:00:00,1,3,4-2-2-2,4-1-2-1-2
5840,2011-05-29 00:00:00,2,0,4-2-3-1,4-3-2-1
5841,2011-05-29 00:00:00,0,2,4-2-2-2,4-3-2-1
5842,2011-05-29 00:00:00,2,2,4-2-3-1,4-3-2-1
5843,2011-05-29 00:00:00,3,2,4-3-2-1,4-2-3-1
5844,2011-05-29 00:00:00,1,2,4-2-2-2,4-2-3-1
5845,2011-05-29 00:00:00,0,2,4-3-2-1,4-2-3-1
5846,2011-05-29 00:00:00,4,0,4-2-3-1,4-3-2-1
5847,2011-05-29 00:00:00,1,1,4-2-3-1,4-2-2-2
5848,2011-05-29 00:00:00,2,1,4-3-2-1,4-3-2-1
5849,2010-08-28 00:00:00,0,1,4-2-3-1,4-2-3-1
5850,2010-08-29 00:00:00,1,1,4-2-3-1,4-1-2-2-1
5851,2010-08-28 00:00:00,0,2,4-2-3-1,4-2-3-1
5852,2010-08-29 00:00:00,1,1,4-1-2-2-1,4-2-3-1
5853,2010-08-28 00:00:00,2,0,4-2-2-2,4-2-2-2
5854,2010-08-29 00:00:00,2,0,4-2-2-2,4-2-3-1
5855,2010-08-28 00:00:00,0,2,4-2-3-1,4-1-2-2-1
5856,2010-08-28 00:00:00,3,1,4-1-2-2-1,4-2-3-1
5857,2010-08-29 00:00:00,3,1,4-2-2-2,4-2-2-2
5858,2010-08-28 00:00:00,0,1,4-1-2-2-1,4-1-2-2-1
5859,2010-09-11 00:00:00,1,1,4-2-3-1,4-2-3-1
5860,2010-09-12 00:00:00,0,0,4-2-3-1,4-2-2-2
5861,2010-09-11 00:00:00,1,4,4-2-2-2,4-1-2-2-1
5862,2010-09-11 00:00:00,1,1,4-2-3-1,4-1-2-2-1
5863,2010-09-12 00:00:00,2,2,4-1-2-2-1,4-2-3-1
5864,2010-09-11 00:00:00,1,2,4-1-2-2-1,4-2-3-1
5865,2010-09-12 00:00:00,2,1,4-1-2-2-1,4-2-3-1
5866,2010-09-11 00:00:00,4,0,4-2-2-2,4-2-3-1
5867,2010-09-11 00:00:00,2,1,4-2-3-1,4-1-2-1-2
5868,2010-09-11 00:00:00,0,1,4-1-2-2-1,4-1-2-2-1
5869,2010-09-18 00:00:00,0,3,4-2-2-2,4-2-2-2
5870,2010-09-19 00:00:00,2,0,4-2-3-1,4-2-3-1
5871,2010-09-19 00:00:00,1,0,4-1-2-2-1,4-2-3-1
5872,2010-09-18 00:00:00,0,1,4-2-2-2,4-2-2-2
5873,2010-09-18 00:00:00,0,0,4-2-3-1,4-1-2-2-1
5874,2010-09-18 00:00:00,0,2,4-2-3-1,4-2-3-1
5875,2010-09-19 00:00:00,0,0,4-2-2-2,4-2-3-1
5876,2010-09-18 00:00:00,3,0,4-1-2-2-1,4-1-2-2-1
5877,2010-09-18 00:00:00,4,0,4-1-2-1-2,4-1-2-2-1
5878,2010-09-18 00:00:00,1,1,4-1-2-2-1,4-1-2-1-2
5879,2010-09-25 00:00:00,2,2,4-2-3-1,4-2-3-1
5880,2010-09-26 00:00:00,1,0,4-2-2-2,4-1-2-2-1
5881,2010-09-25 00:00:00,0,0,4-2-3-1,4-2-3-1
5882,2010-09-26 00:00:00,0,2,4-2-3-1,4-2-2-2
5883,2010-09-25 00:00:00,2,1,4-2-2-2,4-2-3-1
5884,2010-09-25 00:00:00,0,1,4-2-3-1,4-2-3-1
5885,2010-09-25 00:00:00,2,1,4-1-2-2-1,4-2-2-2
5886,2010-09-25 00:00:00,3,1,4-1-2-2-1,4-2-3-1
5887,2010-09-25 00:00:00,1,2,4-2-3-1,4-1-2-2-1
5888,2010-09-26 00:00:00,1,1,4-1-2-2-1,4-1-2-2-1
5889,2010-10-02 00:00:00,0,4,4-2-2-2,4-2-3-1
5890,2010-10-02 00:00:00,1,0,4-2-3-1,4-2-2-2
5891,2010-10-03 00:00:00,3,1,4-1-2-2-1,4-1-2-2-1
5892,2010-10-02 00:00:00,0,1,4-2-3-1,4-2-3-1
5893,2010-10-02 00:00:00,2,3,4-2-2-2,4-2-3-1
5894,2010-10-03 00:00:00,0,0,4-2-2-2,4-2-3-1
5895,2010-10-03 00:00:00,3,1,4-1-2-2-1,4-1-2-2-1
5896,2010-10-02 00:00:00,1,1,4-1-2-2-1,4-1-2-2-1
5897,2010-10-02 00:00:00,3,0,4-1-2-1-2,4-2-2-2
5898,2010-10-02 00:00:00,2,1,4-1-2-2-1,4-2-3-1
5899,2010-10-16 00:00:00,0,1,4-2-3-1,4-1-2-2-1
5900,2010-10-16 00:00:00,0,0,4-2-3-1,4-1-2-1-2
5901,2010-10-16 00:00:00,0,0,4-2-3-1,4-1-2-2-1
5902,2010-10-17 00:00:00,0,0,4-2-2-2,4-2-3-1
5903,2010-10-17 00:00:00,2,1,4-1-2-2-1,4-1-2-2-1
5904,2010-10-17 00:00:00,3,1,4-1-2-2-1,4-1-2-2-1
5905,2010-10-16 00:00:00,1,0,4-1-2-2-1,4-2-3-1
5906,2010-10-16 00:00:00,2,0,4-1-2-2-1,4-1-2-1-2
5907,2010-10-17 00:00:00,2,1,4-2-3-1,4-1-2-2-1
5908,2010-10-16 00:00:00,0,2,4-1-2-2-1,4-2-2-2
5909,2011-08-06 00:00:00,0,2,4-1-2-2-1,4-2-3-1
5910,2011-08-07 00:00:00,1,2,4-4-2,4-4-2
5911,2011-08-06 00:00:00,2,2,4-2-2-2,4-2-3-1
5912,2011-08-06 00:00:00,1,0,4-2-3-1,4-2-3-1
5913,2011-08-07 00:00:00,1,5,4-4-2,4-2-3-1
5914,2011-08-06 00:00:00,2,2,4-2-3-1,4-2-3-1
5915,2011-08-06 00:00:00,3,1,4-1-2-2-1,4-1-2-2-1
5916,2011-08-06 00:00:00,1,1,4-1-2-2-1,4-2-3-1
5917,2011-08-06 00:00:00,1,3,4-1-2-2-1,4-2-2-2
5918,2011-08-06 00:00:00,0,1,4-2-2-2,4-2-2-2
5919,2011-10-16 00:00:00,1,3,4-2-1-3,4-2-1-3
5920,2011-10-15 00:00:00,1,3,4-2-3-1,4-1-2-3
5921,2011-10-15 00:00:00,1,1,4-4-2,4-5-1
5922,2011-10-15 00:00:00,1,2,4-2-3-1,4-1-2-3
5923,2011-10-15 00:00:00,3,1,4-2-3-1,4-4-2
5924,2011-10-15 00:00:00,5,3,4-2-3-1,4-1-2-3
5925,2011-10-15 00:00:00,3,0,4-2-3-1,4-2-2-2
5926,2011-10-16 00:00:00,2,0,4-2-2-2,4-2-2-2
5927,2011-10-15 00:00:00,0,0,4-5-1,4-2-3-1
5928,2011-10-16 00:00:00,3,0,4-2-1-3,4-2-1-3
5929,2011-10-23 00:00:00,0,1,4-2-3-1,4-2-3-1
5930,2011-10-22 00:00:00,1,1,4-2-2-2,4-2-3-1
5931,2011-10-22 00:00:00,1,3,4-2-3-1,4-1-2-2-1
5932,2011-10-23 00:00:00,3,1,4-1-2-2-1,4-2-3-1
5933,2011-10-22 00:00:00,0,0,4-2-2-2,4-1-2-2-1
5934,2011-10-22 00:00:00,2,0,4-2-3-1,4-1-2-2-1
5935,2011-10-22 00:00:00,1,0,3-2-3-2,4-1-2-2-1
5936,2011-10-23 00:00:00,2,0,4-2-3-1,4-1-2-2-1
5937,2011-10-22 00:00:00,1,0,4-2-3-1,4-2-3-1
5938,2011-10-22 00:00:00,1,1,4-2-3-1,4-2-3-1
5939,2011-10-29 00:00:00,0,2,4-2-3-1,4-2-2-2
5940,2011-10-29 00:00:00,3,1,4-1-2-2-1,4-2-3-1
5941,2011-10-29 00:00:00,2,3,4-2-3-1,4-2-2-2
5942,2011-10-29 00:00:00,3,1,4-2-3-1,4-1-2-1-2
5943,2011-10-29 00:00:00,2,0,4-2-3-1,4-2-3-1
5944,2011-10-29 00:00:00,2,0,4-2-3-1,4-1-2-2-1
5945,2011-10-30 00:00:00,1,1,4-1-2-2-1,4-2-3-1
5946,2011-10-29 00:00:00,4,2,4-2-3-1,4-2-3-1
5947,2011-10-30 00:00:00,1,0,4-1-2-2-1,4-2-3-1
5948,2011-10-30 00:00:00,0,0,4-2-3-1,4-1-2-2-1
5949,2011-11-06 00:00:00,2,0,4-2-3-1,4-1-2-2-1
5950,2011-11-06 00:00:00,1,1,4-2-2-2,4-2-3-1
5951,2011-11-06 00:00:00,3,0,4-2-3-1,4-2-3-1
5952,2011-11-05 00:00:00,1,1,4-2-3-1,4-2-3-1
5953,2011-11-06 00:00:00,2,0,4-2-2-2,4-2-3-1
5954,2011-11-06 00:00:00,2,0,4-2-2-2,4-1-2-2-1
5955,2011-11-06 00:00:00,2,1,5-3-2,4-1-2-2-1
5956,2011-11-06 00:00:00,1,1,4-2-3-1,4-2-3-1
5957,2011-11-06 00:00:00,1,1,4-2-2-2,4-2-3-1
5958,2011-11-06 00:00:00,2,1,4-2-3-1,4-2-3-1
5959,2011-11-19 00:00:00,2,2,4-2-3-1,4-2-3-1
5960,2011-11-20 00:00:00,2,0,4-2-3-1,4-2-3-1
5961,2011-11-19 00:00:00,2,0,4-2-3-1,4-2-2-2
5962,2011-11-19 00:00:00,2,1,4-2-2-2,4-2-2-2
5963,2011-11-18 00:00:00,1,2,4-2-3-1,4-2-3-1
5964,2011-11-19 00:00:00,1,0,4-2-3-1,4-2-3-1
5965,2011-11-19 00:00:00,0,2,4-1-2-2-1,4-2-2-2
5966,2011-11-20 00:00:00,0,1,4-2-3-1,5-4-1
5967,2011-11-18 00:00:00,0,0,4-2-3-1,4-1-2-2-1
5968,2011-11-20 00:00:00,2,1,4-2-3-1,4-2-3-1
5969,2011-11-27 00:00:00,0,3,4-2-3-1,4-2-3-1
5970,2011-11-26 00:00:00,2,0,4-2-2-2,4-2-3-1
5971,2011-11-26 00:00:00,2,0,4-2-3-1,4-2-3-1
5972,2011-11-27 00:00:00,1,0,4-2-2-2,4-2-3-1
5973,2011-11-27 00:00:00,3,0,4-1-2-2-1,4-2-3-1
5974,2011-11-26 00:00:00,1,2,5-4-1,4-2-3-1
5975,2011-11-26 00:00:00,3,2,4-2-3-1,4-2-2-2
5976,2011-11-26 00:00:00,3,1,4-2-2-2,4-1-2-2-1
5977,2011-11-26 00:00:00,1,3,4-2-3-1,4-2-3-1
5978,2011-11-26 00:00:00,2,0,4-2-3-1,4-2-3-1
5979,2011-12-03 00:00:00,2,3,4-2-3-1,4-2-3-1
5980,2011-12-04 00:00:00,2,0,4-2-2-2,4-1-2-2-1
5981,2011-12-03 00:00:00,2,2,4-1-2-2-1,4-2-2-2
5982,2011-12-02 00:00:00,1,2,4-2-3-1,4-2-3-1
5983,2011-12-03 00:00:00,0,0,4-1-2-2-1,4-2-3-1
5984,2011-12-03 00:00:00,2,1,4-2-2-2,4-2-3-1
5985,2011-12-04 00:00:00,3,2,4-2-3-1,4-1-2-2-1
5986,2011-12-03 00:00:00,4,0,4-2-3-1,4-2-2-2
5987,2011-12-03 00:00:00,2,0,4-1-2-2-1,4-2-3-1
5988,2011-12-04 00:00:00,3,2,4-2-3-1,4-1-2-1-2
5989,2011-12-11 00:00:00,2,1,4-1-2-1-2,4-1-2-2-1
5990,2011-12-11 00:00:00,2,0,4-1-2-2-1,4-2-3-1
5991,2011-12-11 00:00:00,0,1,4-2-2-2,4-2-3-1
5992,2011-12-10 00:00:00,0,0,4-2-3-1,4-2-2-2
5993,2011-12-10 00:00:00,2,2,5-4-1,4-2-3-1
5994,2011-12-10 00:00:00,1,1,4-2-3-1,4-2-3-1
5995,2011-12-10 00:00:00,2,0,4-2-2-2,4-2-3-1
5996,2011-12-10 00:00:00,0,1,4-2-3-1,4-2-3-1
5997,2011-12-10 00:00:00,2,1,4-2-3-1,4-2-2-2
5998,2011-12-10 00:00:00,1,0,4-2-3-1,4-2-3-1
5999,2011-12-18 00:00:00,1,0,4-2-3-1,4-2-3-1
6000,2011-12-18 00:00:00,1,0,4-2-2-2,4-2-2-2
6001,2011-12-17 00:00:00,1,0,4-2-3-1,4-2-3-1
6002,2011-12-17 00:00:00,1,2,4-2-3-1,5-4-1
6003,2011-12-17 00:00:00,1,2,4-2-3-1,4-2-2-2
6004,2011-12-17 00:00:00,2,1,4-2-3-1,4-2-2-2
6005,2011-12-17 00:00:00,2,1,4-2-3-1,4-2-2-2
6006,2011-12-17 00:00:00,1,1,4-2-3-1,4-2-3-1
6007,2011-12-17 00:00:00,2,0,4-2-3-1,4-2-3-1
6008,2011-12-18 00:00:00,0,0,4-2-3-1,4-1-2-2-1
6009,2011-12-21 00:00:00,2,2,4-1-2-2-1,4-2-3-1
6010,2011-12-21 00:00:00,4,2,4-2-2-2,4-2-3-1
6011,2011-12-21 00:00:00,4,4,4-2-3-1,4-2-2-2
6012,2011-12-21 00:00:00,0,0,4-2-2-2,4-2-3-1
6013,2011-12-20 00:00:00,1,3,5-4-1,4-2-3-1
6014,2011-12-21 00:00:00,1,0,4-1-2-2-1,4-2-2-2
6015,2011-12-21 00:00:00,0,1,4-2-2-2,4-2-3-1
